,Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil
61113873,8,2034,1,1621,2002112,4280,5,30.0,0,0.0,5
19472992,4,2036,1,2126,547932,33871,6,46.68,0,0.0,6
6654377,3,1697,1,1041,109225,35727,2,19.2,0,0.0,2
31005928,5,2220,1,1125,1188556,1216,2,18.14,0,0.0,2
13297175,4,1227,1,4430,834293,40886,2,11.52,0,0.0,2
28589951,5,1914,1,1011,96884,1182,4,55.76,0,0.0,4
25706537,5,1351,1,1053,2295505,1109,2,30.02,0,0.0,2
64140327,9,1119,1,1063,460524,1150,1,13.96,0,0.0,1
73076222,9,3211,1,1019,1278172,49973,2,33.2,0,0.0,2
45765034,7,1331,1,1202,731448,1238,3,29.49,0,0.0,3
3121772,3,1332,1,1116,365133,1240,11,92.18,0,0.0,11
50298298,7,2018,1,1224,133661,1150,108,1507.68,0,0.0,108
65714838,9,1223,1,2155,4505789,35309,6,37.5,0,0.0,6
65947532,9,1235,1,2807,1349157,35305,5,31.25,0,0.0,5
48392739,7,1620,1,1126,336128,1278,25,112.5,0,0.0,25
9891304,3,2629,1,4451,241279,36745,1,11.53,0,0.0,1
32941886,6,1116,1,1055,111962,1182,5,69.7,0,0.0,5
23017049,5,1127,1,1401,847276,48421,6,27.48,0,0.0,6
14441000,4,1337,1,2034,561445,43069,2,14.82,0,0.0,2
51650926,7,2222,1,1209,1514951,1250,4,30.56,0,0.0,4
14668759,4,1344,1,2106,403711,30575,4,25.0,0,0.0,4
53032660,7,22187,1,1157,1594587,1220,2,15.28,0,0.0,2
68203843,9,1463,1,4504,2140755,43202,1,8.38,0,0.0,1
2895299,3,1312,1,1230,4550699,37516,3,59.82,0,0.0,3
25556239,5,1347,1,1259,4567821,2425,30,135.0,0,0.0,30
29296510,5,2013,1,5010,2211287,9217,2,18.0,0,0.0,2
50485626,7,2029,1,1026,4462172,46772,6,53.52,0,0.0,6
63196470,8,4041,1,1267,2296889,41938,1,9.91,0,0.0,1
1319441,3,1153,1,1004,967346,1150,4,55.84,0,0.0,4
15106783,4,1381,4,6601,1411785,31470,5,54.8,0,0.0,5
5641871,3,1613,1,4911,4431283,1145,1,22.96,0,0.0,1
33432921,6,1123,1,1243,4682414,1232,4,72.96,0,0.0,4
30677441,5,2080,4,6612,1983471,5328,5,46.35,0,0.0,5
1686591,3,1217,1,1625,993440,31298,2,17.78,0,0.0,2
63231046,8,4046,1,1221,70160,34215,1,15.01,0,0.0,1
41442667,6,2237,1,1009,1458924,1160,7,132.01999999999998,0,0.0,7
49895517,7,2012,1,1165,4305011,1064,1,16.67,0,0.0,1
58494347,8,1612,1,1251,1399753,1212,1,8.38,0,0.0,1
62502372,8,2628,4,6601,1616185,1240,10,84.0,0,0.0,10
50675577,7,2034,1,1041,771734,1146,3,64.17,0,0.0,3
46296189,7,1347,1,1155,1233943,2425,39,175.5,0,0.0,39
38214688,6,1628,1,1268,2222785,972,1,18.98,0,0.0,1
59326757,8,1637,1,1252,180507,1212,1,8.38,0,0.0,1
64294276,9,1121,1,1437,4491467,1238,3,29.49,0,0.0,3
71781007,9,2045,1,2823,1009512,37361,3,18.75,0,0.0,3
34895628,6,1238,1,1008,1577030,693,1,9.6,0,0.0,1
52465159,7,3217,1,1105,1104310,41843,6,41.16,0,0.0,6
36357186,6,1384,1,2121,380306,30569,3,21.12,0,0.0,3
7720329,3,2015,1,1109,209202,1230,1,16.67,0,0.0,1
18726539,4,2015,1,2103,208960,30572,22,137.5,0,0.0,22
8847096,3,2060,1,2155,1278255,30532,10,77.8,0,0.0,10
51410566,7,2213,1,1103,2081336,41938,10,99.1,0,0.0,10
51161228,7,2059,11,3916,2322484,1150,3,41.88,0,0.0,3
32135555,5,4040,1,4463,232168,37058,16,120.0,0,0.0,16
15220791,4,1415,1,1018,2452667,34215,1,15.01,0,0.0,1
26238658,5,1430,1,2003,257198,37058,5,37.5,0,0.0,5
50917554,7,2044,1,1233,1846717,3631,2,32.7,0,0.0,2
60090666,8,1963,1,1207,1825153,1250,2,15.28,0,0.0,2
73648762,9,4046,1,1124,1578622,43203,8,61.12,0,0.0,8
8713073,3,2054,1,1248,285646,1232,1,18.24,0,0.0,1
42210979,6,4016,11,3944,431289,43157,31,558.62,0,0.0,31
41485048,6,2237,1,2823,1424760,303,4,18.16,0,0.0,4
9126648,3,2214,1,1001,1165032,47840,2,16.0,0,0.0,2
22538753,5,1119,1,1257,4191959,972,1,18.98,0,0.0,1
51098162,7,2057,1,1059,270376,1125,10,96.0,0,0.0,10
30799169,5,2213,1,2828,2475661,43307,4,21.12,0,0.0,4
51555877,7,2216,1,1204,1090385,1232,2,36.48,1,18.24,1
56811292,8,1347,1,2156,4396898,32934,4,28.16,0,0.0,4
40459955,6,2040,1,1212,2154591,35651,1,7.5,0,0.0,1
28891324,5,1955,1,1101,573911,33370,2,9.6,0,0.0,2
2734177,3,1310,1,1176,4566347,1284,2,6.04,0,0.0,2
44986695,7,1232,1,1204,1219347,4767,10,147.9,0,0.0,10
69143880,9,1617,1,1203,1714020,1220,2,15.28,0,0.0,2
54741529,8,1212,1,1426,174872,1212,1,8.38,0,0.0,1
51371955,7,2211,1,1143,2492538,1220,1,7.64,0,0.0,1
57853791,8,1471,1,1032,181209,34213,7,139.58,0,0.0,7
9824784,3,2275,4,6617,7902577,1212,6,50.7,0,0.0,6
10202265,3,3215,1,2132,2109097,36747,1,11.53,0,0.0,1
47982513,7,1587,4,6625,1976201,4280,12,81.84,0,0.0,12
46321623,7,1347,1,1274,4485502,1232,1,18.24,0,0.0,1
36405292,6,1387,1,2001,2080416,43147,6,27.24,0,0.0,6
50386878,7,2021,1,1160,178182,1064,2,33.34,0,0.0,2
57224628,8,1419,1,1082,1078499,34213,2,39.88,0,0.0,2
6065330,3,1626,1,4410,1149379,32873,6,37.5,0,0.0,6
36572084,6,1423,1,1114,187365,43209,2,13.52,0,0.0,2
32357285,5,4051,1,2808,744995,30575,3,18.75,0,0.0,3
11249631,4,1112,1,1016,1270657,1125,4,38.4,0,0.0,4
40049029,6,2023,1,1201,4597721,1109,1,15.01,0,0.0,1
12884571,4,1219,1,1024,4131864,2233,4,79.76,0,0.0,4
28898669,5,1955,1,1109,2493756,41938,1,9.91,0,0.0,1
25235685,5,1336,1,2107,1543989,30532,2,15.56,0,0.0,2
26994634,5,1535,1,2001,589548,35455,3,13.62,0,0.0,3
62594080,8,2653,1,1128,4497051,2425,20,90.0,0,0.0,20
12078602,4,1126,1,1434,27607,41938,3,29.73,0,0.0,3
37087537,6,1470,1,1284,4227619,43251,4,41.88,0,0.0,4
35565993,6,1334,1,1122,377611,1284,25,75.5,0,0.0,25
62698158,8,3212,1,1417,221917,1216,1,8.38,0,0.0,1
39152452,6,1945,1,4156,253947,30813,2,8.88,0,0.0,2
33758667,6,1137,1,1074,2327791,1125,1,9.6,0,0.0,1
4230253,3,1419,1,1614,175275,43039,0,0.0,1,8.38,0
6274043,3,1632,1,1104,2346750,1212,1,8.38,0,0.0,1
2935843,3,1314,7,3303,214364,1373,3,92.73,0,0.0,3
36483131,6,1419,1,1291,2253414,35294,4,75.44,0,0.0,4
25554036,5,1347,1,1257,135029,1284,2,6.04,0,0.0,2
17938425,4,1914,1,2054,95723,43316,1,8.15,0,0.0,1
61553275,8,2057,1,4450,486426,43064,1,8.15,0,0.0,1
50006677,7,2013,1,2002,70521,37058,2,15.0,0,0.0,2
46750657,7,1387,1,2814,411921,35305,10,62.5,0,0.0,10
62612527,8,2653,1,1154,789987,2425,4,18.0,0,0.0,4
37996132,6,1617,1,1211,183211,1278,3,13.5,0,0.0,3
10210160,3,3215,1,2153,61124,36745,3,34.59,0,0.0,3
41889544,6,3212,1,1419,176638,1278,21,94.5,0,0.0,21
21887431,4,22362,1,1242,281768,41843,1,6.86,0,0.0,1
41677384,6,2275,4,6618,4383954,5000,8,40.32,0,0.0,8
67543323,9,1384,1,1112,374433,1238,4,39.32,0,0.0,4
62640223,8,2653,1,4501,654500,1240,2,16.76,0,0.0,2
58113532,8,1541,1,4514,1109212,30531,6,46.68,0,0.0,6
49555010,7,1945,1,8015,2077205,36610,40,30.8,0,0.0,40
5763354,3,1616,1,1144,4556333,1238,6,67.08,0,0.0,6
62829550,8,3214,1,4447,596683,43066,2,19.26,0,0.0,2
55765439,8,1245,1,1015,301297,1109,1,15.01,0,0.0,1
16901630,4,1618,1,1032,46217,1182,4,55.76,0,0.0,4
19551482,4,2040,1,1211,514537,41938,1,9.91,0,0.0,1
9236587,3,2216,1,1159,312386,1240,2,16.76,0,0.0,2
18715128,4,2015,1,1224,2052454,1230,1,16.67,0,0.0,1
2685465,3,1275,4,6616,4528466,4245,2,23.84,0,0.0,2
9552817,3,2235,1,2807,55282,5328,6,48.9,0,0.0,6
66350260,9,1310,1,2118,1668112,31512,2,19.98,0,0.0,2
31185777,5,2234,1,1231,713129,41938,7,69.37,0,0.0,7
32407940,5,22090,1,1203,2095920,41843,5,34.3,0,0.0,5
55538215,8,1235,1,4401,85285,43064,1,8.15,0,0.0,1
62777221,8,3213,1,2802,2384402,43316,2,16.3,0,0.0,2
52995799,7,22090,1,1212,290728,1216,1,8.38,1,8.38,0
54989644,8,1219,1,1013,347968,46772,9,80.28,0,0.0,9
2388668,3,1236,1,2814,89561,43285,45,237.6,0,0.0,45
10101878,3,3213,1,1034,38143,3631,6,98.1,0,0.0,6
10625822,3,4046,1,1223,2456285,43118,5,49.55,0,0.0,5
27727044,5,1622,1,1262,485178,9217,2,18.0,0,0.0,2
48914158,7,1636,1,4501,2484773,2665,7,112.0,0,0.0,7
7415093,3,1968,1,1212,1734869,36739,2,15.0,0,0.0,2
57394351,8,1427,1,4405,193033,43274,2,10.38,0,0.0,2
12532939,4,1153,1,4424,2030025,43064,1,8.15,0,0.0,1
26278373,5,1437,1,2005,824473,43274,3,15.57,0,0.0,3
26479936,5,1454,11,3908,119495,34054,23,103.5,0,0.0,23
21855428,4,22187,1,4455,1100914,43064,3,24.45,0,0.0,3
8960048,3,2073,4,6621,4525767,1144,3,56.58,0,0.0,3
668699,3,1123,1,1049,334458,2233,3,59.82,0,0.0,3
73221690,9,3214,1,1622,2080870,31720,2,16.76,0,0.0,2
71734553,9,2044,1,1107,929334,1232,1,18.24,0,0.0,1
14609763,4,1342,1,1107,1692624,1284,18,54.36,0,0.0,18
653496,3,1122,1,1491,80816,972,9,170.82,0,0.0,9
54486304,8,1140,1,1018,4166592,3631,1,16.35,0,0.0,1
69193523,9,1618,1,2871,499859,43033,2,12.3,0,0.0,2
44068096,7,1139,6,3202,775090,4280,5,30.0,0,0.0,5
8813121,3,2059,8,3401,1050905,31507,280,1750.0,0,0.0,280
40384208,6,2036,1,2825,2112795,36304,2,12.3,0,0.0,2
71680130,9,2040,1,1212,1364678,1250,2,15.28,0,0.0,2
39503289,6,2012,1,1166,4314431,1216,2,16.76,0,0.0,2
29374288,5,2015,1,1220,137468,1284,5,15.1,0,0.0,5
37527530,6,1550,1,2004,37357,5337,3,26.67,0,0.0,3
57621832,8,1453,1,2812,76839,32940,2,15.56,0,0.0,2
45071612,7,1235,1,4406,86788,31514,2,19.98,0,0.0,2
7061350,3,1936,1,5007,4494693,72,3,11.1,0,0.0,3
23108720,5,1130,1,1605,1242065,40217,3,26.94,0,0.0,3
2712322,3,1310,1,1061,98190,1125,12,115.2,0,0.0,12
10774443,3,4051,1,5003,1202059,43038,1,10.48,1,10.48,0
69832179,9,1672,4,6606,1755988,1120,2,42.14,0,0.0,2
54246018,8,1127,1,1018,4634443,46772,5,44.6,0,0.0,5
55061273,8,1219,1,4416,331141,43065,3,20.28,0,0.0,3
53105501,7,22362,1,4413,4391550,43069,4,29.64,0,0.0,4
55888014,8,1310,1,1057,69697,73,2,42.64,0,0.0,2
41000286,6,2211,1,5004,1683274,35635,2,18.7,0,0.0,2
51938599,7,2239,1,2809,1331851,3894,10,93.5,0,0.0,10
4386267,3,1430,1,1603,150964,43040,18,108.0,0,0.0,18
19960177,4,2076,4,6603,4656495,73,4,89.8,0,0.0,4
9525459,3,2234,1,2001,4366962,5621,2,16.3,0,0.0,2
63552351,8,22414,1,1216,2304498,1278,19,85.5,0,0.0,19
29766058,5,2023,1,1101,1670214,1284,2,6.04,0,0.0,2
37414375,6,1542,1,1251,1947158,1109,24,360.24,0,0.0,24
37644780,6,1557,1,2122,23571,43058,4,40.0,0,0.0,4
31477831,5,2279,7,3313,4236029,1240,2,16.76,0,0.0,2
46366905,7,1347,1,5005,138815,32861,3,16.38,0,0.0,3
58287118,8,1555,1,1120,579359,43201,1,10.59,0,0.0,1
27846929,5,1629,1,1104,4518320,35651,1,7.5,0,0.0,1
37120276,6,1471,1,1022,92479,34208,1,13.94,0,0.0,1
9535709,3,2235,1,1002,569891,1129,5,88.0,6,105.6,0
31642840,5,3211,1,1408,1267878,1220,4,30.56,0,0.0,4
61619177,8,2064,11,3909,398768,1125,3,28.8,0,0.0,3
50354366,7,2019,1,2102,789167,30572,9,56.25,0,0.0,9
26970079,5,1534,1,1207,4712226,34053,7,31.5,0,0.0,7
56578512,8,1340,1,1065,252009,1150,1,13.96,0,0.0,1
49569064,7,1952,1,2013,2350272,43064,1,8.15,0,0.0,1
67682934,9,1419,1,1611,729841,43040,5,30.0,0,0.0,5
18282734,4,1956,1,1201,595813,1284,5,15.1,0,0.0,5
33970674,6,1152,4,6609,4671462,5310,17,85.68,0,0.0,17
6795342,3,1911,1,1288,4558748,2233,4,79.76,0,0.0,4
34057386,6,1212,1,1619,174228,9217,1,9.0,0,0.0,1
42224898,6,4017,4,4909,9718628,43210,14,100.8,0,0.0,14
49054835,7,1679,7,5717,126638,32393,1,3.02,0,0.0,1
44889971,7,1227,1,1017,78419,1109,3,45.03,0,0.0,3
6082981,3,1628,1,1139,2041208,972,4,75.92,0,0.0,4
18245424,4,1955,1,1231,720161,1146,1,21.39,0,0.0,1
50827440,7,2038,1,1011,269491,1109,6,90.06,0,0.0,6
61525729,8,2057,1,1263,4226670,1064,1,16.67,0,0.0,1
12242971,4,1137,1,1067,230143,1125,12,115.2,0,0.0,12
5976516,3,1622,1,2872,8231924,30572,26,162.5,0,0.0,26
8859990,3,2060,1,4408,4288220,43285,10,52.8,0,0.0,10
31323138,5,2239,1,1264,4523045,1309,2,13.52,0,0.0,2
68686946,9,1552,1,1237,4363000,37024,2,33.6,0,0.0,2
58287459,8,1555,1,1121,22613,36278,23,340.4,0,0.0,23
57428477,8,1435,11,3902,157059,43307,25,132.0,0,0.0,25
61585808,8,2060,1,1206,584440,1284,15,45.3,0,0.0,15
67420448,9,1364,2,1516,5960383,43220,0,0.0,2,35.94,0
42801368,6,22560,1,2129,162795,5371,2,10.76,0,0.0,2
33958669,6,1150,4,6620,2406630,4245,24,286.08,0,0.0,24
26936057,5,1533,1,1101,161953,36711,13,97.5,0,0.0,13
7999998,3,2019,1,1603,1681067,72,0,0.0,4,14.8,0
9057492,3,2211,1,1264,470939,1182,10,139.4,0,0.0,10
18805207,4,2016,1,1329,738410,40217,1,8.98,0,0.0,1
39730451,6,2015,1,1227,4545047,1109,1,15.01,0,0.0,1
64598913,9,1126,1,1211,1148029,1284,12,36.24,0,0.0,12
17719924,4,1911,1,1157,1159044,1212,5,41.9,0,0.0,5
27567915,5,1616,1,1050,1422039,8931,6,69.0,0,0.0,6
25039232,5,1332,1,1205,4333656,1150,2,27.92,0,0.0,2
66714017,9,1332,1,2164,1824103,43058,5,46.75,0,0.0,5
8392883,3,2034,1,1041,1588348,73,4,85.28,0,0.0,4
49376501,7,1914,1,1134,95675,3270,2,20.94,0,0.0,2
62184890,8,2233,1,2003,4345826,5000,15,79.2,0,0.0,15
11532299,4,1118,1,1416,1069030,1240,5,41.9,0,0.0,5
62953203,8,3223,11,3502,4707030,31684,1,6.5,0,0.0,1
56588553,8,1340,1,1160,1702548,35651,4,30.0,0,0.0,4
32329776,5,4051,1,1211,747797,43207,22,66.44,0,0.0,22
40589463,6,2054,1,1241,1961040,1212,1,8.38,0,0.0,1
8641354,3,2044,1,2828,1330692,30572,4,25.0,0,0.0,4
17723859,4,1911,1,1163,149269,1212,2,16.76,0,0.0,2
72441646,9,2218,1,2011,43915,35635,1,10.0,0,0.0,1
37539349,6,1550,1,6503,1563766,45143,40,30.0,0,0.0,40
69152796,9,1617,1,1217,1094953,2233,2,39.88,0,0.0,2
26170004,5,1423,1,1213,2179170,43197,1,8.38,0,0.0,1
25516635,5,1346,1,2111,1652688,30552,2,10.76,0,0.0,2
68868966,9,1602,1,1103,673364,3270,1,10.47,0,0.0,1
49649895,7,1955,1,1009,572967,1146,2,42.78,0,0.0,2
70572309,9,1967,1,1219,2330235,46111,1,14.76,0,0.0,1
68315279,9,1471,1,1605,4487349,35516,4,21.84,0,0.0,4
13864992,4,1311,1,1077,2233708,1109,1,15.01,0,0.0,1
15226750,4,1415,1,1118,2061713,43210,2,13.54,0,0.0,2
15901730,4,1470,1,2012,405985,48893,4,32.0,0,0.0,4
71446556,9,2031,1,4408,125113,35484,2,15.0,0,0.0,2
33629742,6,1126,1,1447,2156003,1242,9,68.76,0,0.0,9
50109821,7,2015,1,1216,2285752,1284,10,30.2,0,0.0,10
10131433,3,3213,1,1676,48687,30215,1,9.0,0,0.0,1
11961672,4,1124,1,1217,4353479,1278,15,67.5,0,0.0,15
22575373,5,1120,1,1054,174248,1182,9,125.46,0,0.0,9
41122485,6,2215,1,1215,997499,1212,2,16.76,0,0.0,2
12414351,4,1146,4,1854,1444254,6502,3,41.34,0,0.0,3
63876659,9,1112,1,1607,331125,31719,2,15.18,0,0.0,2
15922696,4,1470,1,5522,1205234,45111,10,89.8,0,0.0,10
12509066,4,1153,1,1608,501720,303,8,36.32,0,0.0,8
62854659,8,3215,1,4440,2330445,43285,7,36.96,0,0.0,7
45170827,7,1237,1,2158,1178026,40930,8,49.2,0,0.0,8
10877119,3,22362,1,1652,108620,31717,6,36.0,0,0.0,6
23197665,5,1138,1,1018,26691,32802,7,83.37,0,0.0,7
66863132,9,1336,1,1257,4609366,1250,4,30.56,0,0.0,4
45241710,7,1239,1,4501,4245324,1242,3,22.92,0,0.0,3
10014002,3,3211,1,1016,368554,1109,17,255.17,0,0.0,17
59060100,8,1629,1,2108,266816,30532,6,46.68,0,0.0,6
13213239,4,1224,1,2166,4513018,31507,1,6.25,0,0.0,1
51388544,7,2211,1,1240,4365267,1309,5,33.8,0,0.0,5
35495815,6,1332,1,1210,4233889,1182,4,55.76,0,0.0,4
20004484,4,2095,11,3922,2145291,1373,4,123.64,0,0.0,4
30191401,5,2038,1,2817,2274882,30572,6,37.5,0,0.0,6
30372118,5,2055,1,1062,2370947,1150,2,27.92,2,27.92,0
53832570,8,1120,1,2109,17089,33871,5,38.9,0,0.0,5
29220714,5,2013,1,1113,1532688,35651,3,22.5,0,0.0,3
60600135,8,2017,1,1285,125763,48417,15,68.7,0,0.0,15
26663169,5,1470,1,1139,210032,43209,5,33.8,0,0.0,5
11918951,4,1123,1,2102,579707,30532,24,186.72,0,0.0,24
59952068,8,1954,1,1216,1175401,1284,20,60.4,0,0.0,20
1202269,3,1140,1,1211,2444258,1216,3,25.14,0,0.0,3
29362772,5,2015,1,1209,629692,46772,6,53.52,0,0.0,6
45677687,7,1315,1,1281,1481611,1240,4,33.52,0,0.0,4
52872898,7,4049,1,2126,2190147,35309,3,18.75,0,0.0,3
15093815,4,1378,1,2002,7786533,43040,6,36.0,0,0.0,6
22066560,4,23899,1,1241,4342931,972,1,18.98,0,0.0,1
20686841,4,2241,1,2904,4177817,3894,2,18.7,0,0.0,2
27020681,5,1542,1,1053,8141510,1146,5,106.95,0,0.0,5
18720237,4,2015,1,1229,1576287,1129,1,17.6,0,0.0,1
40472559,6,2043,1,1051,1546954,2233,3,59.82000000000001,0,0.0,3
53007155,7,22090,1,2102,1287599,31507,6,37.5,0,0.0,6
40583970,6,2054,1,1234,282874,1146,4,85.56,0,0.0,4
11844714,4,1123,1,1063,1358153,1150,2,27.92,0,0.0,2
9682959,3,2239,1,4501,2488093,1278,9,40.5,0,0.0,9
21565092,4,4041,1,2859,1839125,43147,2,9.08,0,0.0,2
60549704,8,2016,1,1320,2084036,1242,2,15.28,0,0.0,2
30859652,5,2214,1,4401,9770657,5337,3,24.45,0,0.0,3
59684195,8,1912,1,1204,95954,1240,2,16.76,2,16.76,0
14557447,4,1340,1,1255,1112491,1150,3,41.88,0,0.0,3
56535870,8,1338,1,2803,4406059,35309,2,12.5,0,0.0,2
8002523,3,2019,1,2105,2014397,30532,4,31.12,0,0.0,4
3570338,3,1344,1,1202,1008460,2425,13,58.5,0,0.0,13
24601787,5,1261,4,6608,1276758,31717,15,88.5,0,0.0,15
71859567,9,2055,1,1160,2330307,2425,10,45.0,0,0.0,10
30704749,5,2095,11,3912,145855,1150,6,83.76,0,0.0,6
52358973,7,3213,1,1676,1277486,328,2,16.3,0,0.0,2
68914834,9,1611,1,1276,4367027,1278,6,27.0,0,0.0,6
15675112,4,1453,1,2036,11307,31514,2,19.98,0,0.0,2
19546601,4,2040,1,1016,269525,1150,3,41.88,0,0.0,3
72576559,9,2230,1,2856,548718,43058,5,46.75,0,0.0,5
63122694,8,4040,1,1010,231859,35571,2,42.78,0,0.0,2
32090854,5,4037,1,5534,238811,45111,6,53.88,0,0.0,6
2757989,3,1310,1,2103,98781,31310,10,62.5,0,0.0,10
54653009,8,1153,1,1606,4527539,31719,2,15.18,0,0.0,2
10651918,3,4046,1,2828,2326980,43307,12,63.36,0,0.0,12
10517619,3,4040,1,1111,235169,43200,6,109.44,0,0.0,6
26449309,5,1453,1,1105,4188095,43251,1,10.47,0,0.0,1
33177788,6,1119,1,1465,53622,3270,1,10.47,0,0.0,1
57957633,8,1478,4,4904,124143,43200,7,131.25,0,0.0,7
16719362,4,1614,1,1130,1807847,693,3,28.8,0,0.0,3
20251879,4,2216,1,5012,4289199,34225,1,8.56,0,0.0,1
57419079,8,1431,1,1231,823627,34213,2,39.88,0,0.0,2
26636504,5,1463,1,4503,4361485,43203,2,15.28,0,0.0,2
31264064,5,2237,1,2816,1463456,3894,4,37.4,0,0.0,4
21957593,4,22560,1,1226,351763,3631,1,16.35,0,0.0,1
28741116,5,1945,1,1260,543391,2233,1,19.94,0,0.0,1
54933425,8,1217,1,1623,82699,4280,19,114.0,0,0.0,19
20923016,4,2653,1,1150,1422145,1238,2,19.66,0,0.0,2
31048991,5,2229,1,1112,314721,1232,1,18.24,0,0.0,1
38911998,6,1912,1,1126,155767,1284,46,138.92000000000002,0,0.0,46
38337720,6,1631,1,1232,2024759,3270,2,20.94,0,0.0,2
38969896,6,1914,1,1101,69702,1309,2,13.52,0,0.0,2
72582078,9,2230,1,4101,548813,43069,2,14.82,0,0.0,2
58149341,8,1544,1,5004,4625600,35113,3,28.05,0,0.0,3
45576443,7,1312,1,1128,2485800,1216,2,16.76,0,0.0,2
59691982,8,1912,1,1216,101182,34768,2,45.0,0,0.0,2
65808218,9,1227,1,1269,12543,1212,2,16.76,0,0.0,2
34133817,6,1215,1,1020,4485382,1129,1,17.6,0,0.0,1
46770102,7,1415,1,1242,8176927,43118,1,9.91,0,0.0,1
41762098,6,2644,1,1238,2398090,1182,3,41.82,0,0.0,3
6616765,3,1681,11,5702,2416618,47336,15,186.0,0,0.0,15
41508665,6,2238,1,1201,446072,4910,5,44.6,0,0.0,5
7860659,3,2017,1,1067,124788,1129,2,35.2,0,0.0,2
36869186,6,1453,1,2033,1848458,37058,8,60.0,0,0.0,8
73381868,9,4010,1,1056,175161,34215,3,45.03,0,0.0,3
46063376,7,1338,1,2004,198341,43285,10,52.8,0,0.0,10
52957618,7,4062,2,1505,15932,43342,60,1104.0,0,0.0,60
44750998,7,1222,1,1408,1051054,972,1,18.98,0,0.0,1
35322765,6,1314,7,3306,4681584,2233,1,19.94,0,0.0,1
54765744,8,1212,1,4406,2341597,40886,3,17.28,0,0.0,3
66542064,9,1315,1,1259,884633,35651,4,30.0,0,0.0,4
29924512,5,2031,1,1209,955609,2425,17,76.5,0,0.0,17
43547133,7,1122,1,1222,1242147,3270,1,10.47,0,0.0,1
12453057,4,1153,1,1002,4360025,46772,7,62.44,0,0.0,7
25071770,5,1333,1,1031,4506597,1146,2,42.78,0,0.0,2
45125207,7,1236,1,4423,84114,43285,35,184.8,0,0.0,35
53114998,7,22414,1,1110,4243072,1242,4,30.56,0,0.0,4
67891258,9,1441,1,1034,234013,34215,1,15.01,0,0.0,1
54427789,8,1138,1,1020,194583,32322,2,16.0,0,0.0,2
29341108,5,2015,1,1009,209166,1146,1,21.39,0,0.0,1
67267254,9,1348,1,2003,1376813,43069,12,88.92,0,0.0,12
52495904,7,3219,1,1644,847276,31298,4,35.56,0,0.0,4
45189605,7,1238,1,1102,3145119,1278,5,22.5,0,0.0,5
62201386,8,2234,1,1233,690585,1230,2,33.34,0,0.0,2
50658264,7,2032,1,2156,298291,43058,5,46.75,0,0.0,5
30847304,5,2214,1,1701,911989,35147,16,328.0,0,0.0,16
22134819,4,25699,1,1207,1253346,43197,2,18.14,0,0.0,2
9986266,3,2653,1,2017,1206993,43067,2,19.26,0,0.0,2
38400490,6,1632,1,2806,959758,30572,3,18.75,0,0.0,3
69607188,9,1633,1,1201,103876,1278,3,13.5,0,0.0,3
33232625,6,1120,1,1605,936292,37210,3,22.77,0,0.0,3
46764084,7,1415,1,1118,227805,43203,2,15.28,0,0.0,2
2607818,3,1245,1,1219,1574420,1238,2,19.66,0,0.0,2
28783430,5,1945,1,2869,259039,4270,1,8.38,0,0.0,1
48400007,7,1620,1,1243,338406,1278,4,18.0,0,0.0,4
68939490,9,1612,1,2123,489310,35305,15,93.75,0,0.0,15
57688571,8,1461,1,5003,144655,31184,3,49.98,0,0.0,3
64968066,9,1146,4,1854,2161244,6505,3,42.6,0,0.0,3
14600343,4,1341,1,2011,371790,43285,15,79.2,0,0.0,15
61341320,8,2045,1,1155,267354,41938,1,9.91,0,0.0,1
49547529,7,1945,1,4154,1211097,45143,40,30.0,0,0.0,40
21531694,4,4041,1,1061,428635,5707,4,64.0,0,0.0,4
67843312,9,1431,1,1224,2374949,43220,2,37.96,2,37.96,0
35499182,6,1332,1,2054,365200,43069,5,37.05,0,0.0,5
69935921,9,1698,1,1223,4288916,1182,5,69.7,5,69.7,0
323199,3,1117,1,1619,1184885,328,2,16.3,0,0.0,2
40105908,6,2029,1,2023,4597821,31514,1,9.99,0,0.0,1
65341084,9,1217,1,1623,662143,47124,3,31.44,0,0.0,3
57251880,8,1419,1,1287,4130227,43197,3,25.14,0,0.0,3
50858184,7,2040,1,1115,119754,1309,8,54.08,0,0.0,8
2275678,3,1232,1,2112,249022,32934,1,7.04,0,0.0,1
44854809,7,1224,1,1608,607458,35452,5,22.2,0,0.0,5
69245214,9,1622,1,1158,487309,1278,24,108.0,0,0.0,24
18178671,4,1954,1,1287,1876792,1216,7,58.66,0,0.0,7
25572239,5,1347,1,1283,4442358,2233,1,19.94,0,0.0,1
73895551,9,22187,1,1262,1011460,1284,9,27.18,0,0.0,9
50944076,7,2045,1,1156,1132752,1284,10,30.2,0,0.0,10
312419,3,1117,1,1604,314211,325,1,8.15,0,0.0,1
64952285,9,1142,2,9,1188058,43039,110,1012.0,0,0.0,110
5929210,3,1622,1,1056,474178,2665,4,64.0,0,0.0,4
2670200,3,1259,11,3501,4449633,31309,12,75.0,0,0.0,12
62865832,8,3216,1,1651,1430343,2505,1,7.52,0,0.0,1
7746280,3,2015,1,1221,4165036,2233,1,19.94,0,0.0,1
22733871,5,1122,1,1078,4221329,1182,3,41.82,0,0.0,3
